CUSIP,Security Type,Security Term,Auction Date,Issue Date,Maturity Date,Price,Investment Rate,High Yield,Interest Payment Frequency,Interest Rate
912796ZJ1,Bill,8-Week,11/10/2022,11/15/2022,01/10/2023,99.401111,0.03927,,None,
912810TL2,Bond,30-Year,11/10/2022,11/15/2022,11/15/2052,98.622933,,0.0408,Semi-Annual,0.04
912796Z69,Bill,17-Week,11/09/2022,11/15/2022,03/14/2023,98.578611,0.04423,,None,
91282CFV8,Note,10-Year,11/09/2022,11/15/2022,11/15/2032,99.878189,,0.0414,Semi-Annual,0.04125
91282CFW6,Note,3-Year,11/08/2022,11/15/2022,11/15/2025,99.708904,,0.04605,Semi-Annual,0.045
912796XZ7,Bill,13-Week,11/07/2022,11/10/2022,02/09/2023,98.958556,0.04221,,None,
912796ZE2,Bill,26-Week,11/07/2022,11/10/2022,05/11/2023,97.730056,0.04658,,None,
912796YX1,Bill,4-Week,11/03/2022,11/08/2022,12/06/2022,99.718444,0.03681,,None,
912796ZH5,Bill,8-Week,11/03/2022,11/08/2022,01/03/2023,99.396444,0.03958,,None,
912796Y86,Bill,17-Week,11/02/2022,11/08/2022,03/07/2023,98.585222,0.04402,,None,
912796YT0,Bill,52-Week,11/01/2022,11/03/2022,11/02/2023,95.444944,0.0473,,None,
912796XT1,Bill,13-Week,10/31/2022,11/03/2022,02/02/2023,98.971194,0.04169,,None,
912796YW3,Bill,26-Week,10/31/2022,11/03/2022,05/04/2023,97.755333,0.04605,,None,
912796YS2,Bill,4-Week,10/27/2022,11/01/2022,11/29/2022,99.720000,0.0366,,None,
912796ZA0,Bill,8-Week,10/27/2022,11/01/2022,12/27/2022,99.405778,0.03896,,None,
91282CFT3,Note,7-Year,10/27/2022,10/31/2022,10/31/2029,99.836721,,0.04027,Semi-Annual,0.04
912796Y78,Bill,17-Week,10/26/2022,11/01/2022,02/28/2023,98.618278,0.04297,,None,
91282CFS5,Note,2-Year,10/26/2022,10/31/2022,10/31/2024,100.000000,,,Quarterly,
91282CFU0,Note,5-Year,10/26/2022,10/31/2022,10/31/2027,99.700589,,0.04192,Semi-Annual,0.04125
91282CFQ9,Note,2-Year,10/25/2022,10/31/2022,10/31/2024,99.839071,,0.0446,Semi-Annual,0.04375
912796S34,Bill,13-Week,10/24/2022,10/27/2022,01/26/2023,98.988889,0.04097,,None,
912796YV5,Bill,26-Week,10/24/2022,10/27/2022,04/27/2023,97.780611,0.04552,,None,
91282CFR7,Note,5-Year,10/20/2022,10/31/2022,10/15/2027,99.475435,,0.01732,Semi-Annual,0.01625
912796YR4,Bill,4-Week,10/20/2022,10/25/2022,11/22/2022,99.733222,0.03487,,None,
912796YZ6,Bill,8-Week,10/20/2022,10/25/2022,12/20/2022,99.426000,0.03763,,None,
912810TK4,Bond,19-Year 10-Month,10/19/2022,10/31/2022,08/15/2042,86.599384,,0.04395,Semi-Annual,0.03375
912796Y60,Bill,17-Week,10/19/2022,10/25/2022,02/21/2023,98.631500,0.04256,,None,
912796XS3,Bill,13-Week,10/17/2022,10/20/2022,01/19/2023,99.034389,0.03911,,None,
912796V48,Bill,26-Week,10/17/2022,10/20/2022,04/20/2023,97.853917,0.04398,,None,
912796YQ6,Bill,4-Week,10/13/2022,10/18/2022,11/15/2022,99.747222,0.03303,,None,
912796YY9,Bill,8-Week,10/13/2022,10/18/2022,12/13/2022,99.458667,0.03548,,None,
912810TJ7,Bond,29-Year 10-Month,10/13/2022,10/17/2022,08/15/2052,83.740689,,0.0393,Semi-Annual,0.03
912796ZU6,Bill,119-Day,10/12/2022,10/18/2022,02/14/2023,98.714139,0.03995,,None,
91282CFF3,Note,9-Year 10-Month,10/12/2022,10/17/2022,08/15/2032,90.449122,,0.0393,Semi-Annual,0.0275
91282CFP1,Note,3-Year,10/11/2022,10/17/2022,10/15/2025,99.810402,,0.04318,Semi-Annual,0.0425
912796XR5,Bill,13-Week,10/11/2022,10/13/2022,01/12/2023,99.112750,0.03591,,None,
912796YU7,Bill,26-Week,10/11/2022,10/13/2022,04/13/2023,97.962611,0.04171,,None,
912796YP8,Bill,4-Week,10/06/2022,10/11/2022,11/08/2022,99.772889,0.02967,,None,
912796YX1,Bill,8-Week,10/06/2022,10/11/2022,12/06/2022,99.497556,0.03291,,None,
912796ZT9,Bill,119-Day,10/05/2022,10/11/2022,02/07/2023,98.776944,0.03798,,None,
912796YJ2,Bill,52-Week,10/04/2022,10/06/2022,10/05/2023,96.001056,0.04134,,None,
912796X95,Bill,13-Week,10/03/2022,10/06/2022,01/05/2023,99.155722,0.03415,,None,
912796YN3,Bill,26-Week,10/03/2022,10/06/2022,04/06/2023,98.053611,0.03981,,None,
912796YG8,Bill,4-Week,09/29/2022,10/04/2022,11/01/2022,99.793111,0.02703,,None,
912796YS2,Bill,8-Week,09/29/2022,10/04/2022,11/29/2022,99.523222,0.03122,,None,
912796ZM4,Bill,119-Day,09/28/2022,10/04/2022,01/31/2023,98.813306,0.03684,,None,
91282CFD8,Note,1-Year 10-Month,09/28/2022,09/30/2022,07/31/2024,99.899772,,,Quarterly,
91282CFL0,Note,7-Year,09/28/2022,09/30/2022,09/30/2029,99.860277,,0.03898,Semi-Annual,0.03875
91282CFM8,Note,5-Year,09/27/2022,09/30/2022,09/30/2027,99.540144,,0.04228,Semi-Annual,0.04125
91282CFN6,Note,2-Year,09/26/2022,09/30/2022,09/30/2024,99.924113,,0.0429,Semi-Annual,0.0425
912796R27,Bill,13-Week,09/26/2022,09/29/2022,12/29/2022,99.173417,0.03343,,None,
912796YM5,Bill,26-Week,09/26/2022,09/29/2022,03/30/2023,98.053611,0.03981,,None,
91282CEZ0,Note,9-Year 10-Month,09/22/2022,09/30/2022,07/15/2032,96.133470,,0.01248,Semi-Annual,0.00625
912796YF0,Bill,4-Week,09/22/2022,09/27/2022,10/25/2022,99.793111,0.02703,,None,
912796YR4,Bill,8-Week,09/22/2022,09/27/2022,11/22/2022,99.534889,0.03046,,None,
912796ZL6,Bill,119-Day,09/21/2022,09/27/2022,01/24/2023,98.813306,0.03684,,None,
912810TK4,Bond,19-Year 11-Month,09/20/2022,09/30/2022,08/15/2042,93.835989,,0.0382,Semi-Annual,0.03375
912796X87,Bill,13-Week,09/19/2022,09/22/2022,12/22/2022,99.173417,0.03343,,None,
912796U31,Bill,26-Week,09/19/2022,09/22/2022,03/23/2023,98.089000,0.03907,,None,
912796YE3,Bill,4-Week,09/15/2022,09/20/2022,10/18/2022,99.792333,0.02713,,None,
912796YQ6,Bill,8-Week,09/15/2022,09/20/2022,11/15/2022,99.545000,0.02979,,None,
912796ZK8,Bill,119-Day,09/14/2022,09/20/2022,01/17/2023,98.826528,0.03642,,None,
912810TJ7,Bond,29-Year 11-Month,09/13/2022,09/15/2022,08/15/2052,90.579948,,0.03511,Semi-Annual,0.03
912796X79,Bill,13-Week,09/12/2022,09/15/2022,12/15/2022,99.222708,0.03142,,None,
912796YL7,Bill,26-Week,09/12/2022,09/15/2022,03/16/2023,98.248250,0.03576,,None,
91282CFK2,Note,3-Year,09/12/2022,09/15/2022,09/15/2025,99.819428,,0.03564,Semi-Annual,0.035
91282CFF3,Note,9-Year 11-Month,09/12/2022,09/15/2022,08/15/2032,95.132618,,0.0333,Semi-Annual,0.0275
912796YD5,Bill,4-Week,09/08/2022,09/13/2022,10/11/2022,99.805556,0.0254,,None,
912796YP8,Bill,8-Week,09/08/2022,09/13/2022,11/08/2022,99.569889,0.02816,,None,
912796ZJ1,Bill,119-Day,09/07/2022,09/13/2022,01/10/2023,98.943875,0.03274,,None,
912796X61,Bill,13-Week,09/06/2022,09/08/2022,12/08/2022,99.250514,0.03029,,None,
912796YK9,Bill,26-Week,09/06/2022,09/08/2022,03/09/2023,98.321556,0.03424,,None,
912796YH6,Bill,52-Week,09/06/2022,09/08/2022,09/07/2023,96.501556,0.03603,,None,
912796YC7,Bill,4-Week,09/01/2022,09/06/2022,10/04/2022,99.807889,0.02509,,None,
912796YG8,Bill,8-Week,09/01/2022,09/06/2022,11/01/2022,99.575333,0.0278,,None,
912796ZH5,Bill,119-Day,08/31/2022,09/06/2022,01/03/2023,98.975278,0.03176,,None,
912796P94,Bill,13-Week,08/29/2022,09/01/2022,12/01/2022,99.272000,0.02941,,None,
912796YB9,Bill,26-Week,08/29/2022,09/01/2022,03/02/2023,98.364528,0.03334,,None,
91282CFJ5,Note,7-Year,08/25/2022,08/31/2022,08/31/2029,99.968787,,0.0313,Semi-Annual,0.03125
912796XX2,Bill,4-Week,08/25/2022,08/30/2022,09/27/2022,99.820333,0.02346,,None,
912796YF0,Bill,8-Week,08/25/2022,08/30/2022,10/25/2022,99.594000,0.02657,,None,
91282CFH9,Note,5-Year,08/24/2022,08/31/2022,08/31/2027,99.518772,,0.0323,Semi-Annual,0.03125
912796ZA0,Bill,119-Day,08/24/2022,08/30/2022,12/27/2022,99.018250,0.03041,,None,
91282CFD8,Note,1-Year 11-Month,08/24/2022,08/26/2022,07/31/2024,99.898407,,,Quarterly,
91282CFG1,Note,2-Year,08/23/2022,08/31/2022,08/31/2024,99.890561,,0.03307,Semi-Annual,0.0325
912796U49,Bill,21-Day,08/23/2022,08/25/2022,09/15/2022,99.871667,0.02233,,None,
912796W70,Bill,13-Week,08/22/2022,08/25/2022,11/25/2022,99.299778,0.02798,,None,
912796T33,Bill,26-Week,08/22/2022,08/25/2022,02/23/2023,98.427722,0.03204,,None,
912810TE8,Bond,29-Year 6-Month,08/18/2022,08/31/2022,02/15/2052,84.615251,,0.0092,Semi-Annual,0.00125
912796XW4,Bill,4-Week,08/18/2022,08/23/2022,09/20/2022,99.832778,0.02184,,None,
912796YE3,Bill,8-Week,08/18/2022,08/23/2022,10/18/2022,99.612667,0.02534,,None,
912810TK4,Bond,20-Year,08/17/2022,08/31/2022,08/15/2042,99.925621,,0.0338,Semi-Annual,0.03375
912796YZ6,Bill,119-Day,08/17/2022,08/23/2022,12/20/2022,99.044694,0.02958,,None,
912796W62,Bill,13-Week,08/15/2022,08/18/2022,11/17/2022,99.340250,0.02664,,None,
912796YA1,Bill,26-Week,08/15/2022,08/18/2022,02/16/2023,98.473222,0.03109,,None,
912796XV6,Bill,4-Week,08/11/2022,08/16/2022,09/13/2022,99.832778,0.02184,,None,
912796YD5,Bill,8-Week,08/11/2022,08/16/2022,10/11/2022,99.622000,0.02473,,None,
912810TJ7,Bond,30-Year,08/11/2022,08/15/2022,08/15/2052,97.941002,,0.03106,Semi-Annual,0.03
912796YY9,Bill,119-Day,08/10/2022,08/16/2022,12/13/2022,99.081056,0.02845,,None,
91282CFF3,Note,10-Year,08/10/2022,08/15/2022,08/15/2032,99.956556,,0.02755,Semi-Annual,0.0275
91282CFE6,Note,3-Year,08/09/2022,08/15/2022,08/15/2025,99.781411,,0.03202,Semi-Annual,0.03125
912796XY0,Bill,52-Week,08/09/2022,08/11/2022,08/10/2023,96.764444,0.03325,,None,
912796W54,Bill,13-Week,08/08/2022,08/11/2022,11/10/2022,99.347833,0.02633,,None,
912796XZ7,Bill,26-Week,08/08/2022,08/11/2022,02/09/2023,98.463111,0.0313,,None,
912796XU8,Bill,4-Week,08/04/2022,08/09/2022,09/06/2022,99.835889,0.02143,,None,
912796YC7,Bill,8-Week,08/04/2022,08/09/2022,10/04/2022,99.645333,0.0232,,None,
912796YX1,Bill,119-Day,08/03/2022,08/09/2022,12/06/2022,99.097583,0.02793,,None,
912796N96,Bill,13-Week,08/01/2022,08/04/2022,11/03/2022,99.370583,0.02541,,None,
912796XT1,Bill,26-Week,08/01/2022,08/04/2022,02/02/2023,98.559167,0.02932,,None,
912796XP9,Bill,4-Week,07/28/2022,08/02/2022,08/30/2022,99.833556,0.02173,,None,
912796XX2,Bill,8-Week,07/28/2022,08/02/2022,09/27/2022,99.656222,0.02248,,None,
91282CFC0,Note,7-Year,07/28/2022,08/01/2022,07/31/2029,99.335208,,0.0273,Semi-Annual,0.02625
912796YS2,Bill,119-Day,07/27/2022,08/02/2022,11/29/2022,99.110806,0.02752,,None,
91282CFD8,Note,2-Year,07/27/2022,08/01/2022,07/31/2024,99.999954,,,Quarterly,
91282CFB2,Note,5-Year,07/26/2022,08/01/2022,07/31/2027,99.491044,,0.0286,Semi-Annual,0.0275
91282CFA4,Note,2-Year,07/25/2022,08/01/2022,07/31/2024,99.971015,,0.03015,Semi-Annual,0.03
912796V71,Bill,13-Week,07/25/2022,07/28/2022,10/27/2022,99.363000,0.02571,,None,
912796S34,Bill,26-Week,07/25/2022,07/28/2022,01/26/2023,98.523778,0.03005,,None,
91282CEZ0,Note,10-Year,07/21/2022,07/29/2022,07/15/2032,100.446487,,0.0063,Semi-Annual,0.00625
912796XN4,Bill,4-Week,07/21/2022,07/26/2022,08/23/2022,99.835111,0.02153,,None,
912796XW4,Bill,8-Week,07/21/2022,07/26/2022,09/20/2022,99.653111,0.02269,,None,
912810TH1,Bond,19-Year 10-Month,07/20/2022,08/01/2022,05/15/2042,97.563393,,0.0342,Semi-Annual,0.0325
912796YR4,Bill,119-Day,07/20/2022,07/26/2022,11/22/2022,99.100889,0.02783,,None,
912796V63,Bill,13-Week,07/18/2022,07/21/2022,10/20/2022,99.375639,0.0252,,None,
912796XS3,Bill,26-Week,07/18/2022,07/21/2022,01/19/2023,98.528833,0.02994,,None,
912796XM6,Bill,4-Week,07/14/2022,07/19/2022,08/16/2022,99.846000,0.02011,,None,
912796XV6,Bill,8-Week,07/14/2022,07/19/2022,09/13/2022,99.646889,0.0231,,None,
91282CEL1,Note,1-Year 10-Month,07/14/2022,07/18/2022,04/30/2024,99.884582,,,Quarterly,
912796YQ6,Bill,119-Day,07/13/2022,07/19/2022,11/15/2022,99.140556,0.02659,,None,
912810TG3,Bond,29-Year 10-Month,07/13/2022,07/15/2022,05/15/2052,95.354138,,0.03115,Semi-Annual,0.02875
91282CEP2,Note,9-Year 10-Month,07/12/2022,07/15/2022,05/15/2032,99.274623,,0.0296,Semi-Annual,0.02875
912796XQ7,Bill,52-Week,07/12/2022,07/14/2022,07/13/2023,97.007111,0.0307,,None,
91282CEY3,Note,3-Year,07/11/2022,07/15/2022,07/15/2025,99.735500,,0.03093,Semi-Annual,0.03
912796V55,Bill,13-Week,07/11/2022,07/14/2022,10/13/2022,99.466639,0.02151,,None,
912796XR5,Bill,26-Week,07/11/2022,07/14/2022,01/12/2023,98.642583,0.0276,,None,
912796XL8,Bill,4-Week,07/07/2022,07/12/2022,08/09/2022,99.881000,0.01553,,None,
912796XU8,Bill,8-Week,07/07/2022,07/12/2022,09/06/2022,99.713778,0.01871,,None,
912796YP8,Bill,119-Day,07/06/2022,07/12/2022,11/08/2022,99.262861,0.02278,,None,
912796M89,Bill,13-Week,07/05/2022,07/07/2022,10/06/2022,99.532361,0.01885,,None,
912796X95,Bill,26-Week,07/05/2022,07/07/2022,01/05/2023,98.736111,0.02567,,None,
912796X46,Bill,4-Week,06/30/2022,07/05/2022,08/02/2022,99.903556,0.01258,,None,
912796XP9,Bill,8-Week,06/30/2022,07/05/2022,08/30/2022,99.743333,0.01677,,None,
912796YG8,Bill,119-Day,06/29/2022,07/05/2022,11/01/2022,99.277736,0.02231,,None,
91282CEV9,Note,7-Year,06/28/2022,06/30/2022,06/30/2029,99.813719,,0.0328,Semi-Annual,0.0325
912796U64,Bill,13-Week,06/27/2022,06/30/2022,09/29/2022,99.557639,0.01782,,None,
912796R27,Bill,26-Week,06/27/2022,06/30/2022,12/29/2022,98.736111,0.02567,,None,
91282CEX5,Note,2-Year,06/27/2022,06/30/2022,06/30/2024,99.838282,,0.03084,Semi-Annual,0.03
91282CEW7,Note,5-Year,06/27/2022,06/30/2022,06/30/2027,99.903859,,0.03271,Semi-Annual,0.0325
91282CEJ6,Note,4-Year 10-Month,06/23/2022,06/30/2022,04/15/2027,101.224234,,0.00362,Semi-Annual,0.00125
912796X38,Bill,4-Week,06/23/2022,06/28/2022,07/26/2022,99.914444,0.01116,,None,
912796XN4,Bill,8-Week,06/23/2022,06/28/2022,08/23/2022,99.766667,0.01524,,None,
912810TH1,Bond,19-Year 11-Month,06/22/2022,06/30/2022,05/15/2042,96.603091,,0.03488,Semi-Annual,0.0325
912796YF0,Bill,119-Day,06/22/2022,06/28/2022,10/25/2022,99.319056,0.02103,,None,
91282CEL1,Note,1-Year 10-Month,06/22/2022,06/24/2022,04/30/2024,99.866853,,,Quarterly,
912796U56,Bill,13-Week,06/21/2022,06/23/2022,09/22/2022,99.577861,0.017,,None,
912796X87,Bill,26-Week,06/21/2022,06/23/2022,12/22/2022,98.791722,0.02453,,None,
912796X20,Bill,4-Week,06/16/2022,06/21/2022,07/19/2022,99.908222,0.01197,,None,
912796XM6,Bill,8-Week,06/16/2022,06/21/2022,08/16/2022,99.771333,0.01494,,None,
912796YE3,Bill,119-Day,06/15/2022,06/21/2022,10/18/2022,99.309139,0.02134,,None,
912796X53,Bill,52-Week,06/14/2022,06/16/2022,06/15/2023,96.946444,0.03134,,None,
912796U49,Bill,13-Week,06/13/2022,06/16/2022,09/15/2022,99.585444,0.0167,,None,
912796X79,Bill,26-Week,06/13/2022,06/16/2022,12/15/2022,98.908000,0.02214,,None,
912810TG3,Bond,29-Year 11-Month,06/09/2022,06/15/2022,05/15/2052,94.045539,,0.03185,Semi-Annual,0.02875
912796W96,Bill,4-Week,06/09/2022,06/14/2022,07/12/2022,99.919111,0.01055,,None,
912796XL8,Bill,8-Week,06/09/2022,06/14/2022,08/09/2022,99.821111,0.01168,,None,
91282CEP2,Note,9-Year 11-Month,06/08/2022,06/15/2022,05/15/2032,98.677928,,0.0303,Semi-Annual,0.02875
912796YD5,Bill,119-Day,06/08/2022,06/14/2022,10/11/2022,99.500861,0.01539,,None,
91282CEU1,Note,3-Year,06/07/2022,06/15/2022,06/15/2025,99.851689,,0.02927,Semi-Annual,0.02875
912796M71,Bill,13-Week,06/06/2022,06/09/2022,09/08/2022,99.689083,0.01251,,None,
912796X61,Bill,26-Week,06/06/2022,06/09/2022,12/08/2022,99.135500,0.01749,,None,
912796W88,Bill,4-Week,06/02/2022,06/07/2022,07/05/2022,99.933111,0.00873,,None,
912796X46,Bill,8-Week,06/02/2022,06/07/2022,08/02/2022,99.838222,0.01056,,None,
912796YC7,Bill,119-Day,06/01/2022,06/07/2022,10/04/2022,99.540528,0.01416,,None,
912796T66,Bill,13-Week,05/31/2022,06/02/2022,09/01/2022,99.716889,0.01139,,None,
912796P94,Bill,26-Week,05/31/2022,06/02/2022,12/01/2022,99.201222,0.01615,,None,
912796W39,Bill,4-Week,05/26/2022,05/31/2022,06/28/2022,99.942444,0.00751,,None,
912796X38,Bill,8-Week,05/26/2022,05/31/2022,07/26/2022,99.857667,0.00929,,None,
91282CES6,Note,7-Year,05/26/2022,05/31/2022,05/31/2029,99.829306,,0.02777,Semi-Annual,0.0275
912796XX2,Bill,119-Day,05/25/2022,05/31/2022,09/27/2022,99.576889,0.01303,,None,
91282CET4,Note,5-Year,05/25/2022,05/31/2022,05/31/2027,99.484571,,0.02736,Semi-Annual,0.02625
91282CEL1,Note,1-Year 11-Month,05/25/2022,05/27/2022,04/30/2024,99.854908,,,Quarterly,
91282CER8,Note,2-Year,05/24/2022,05/31/2022,05/31/2024,99.963167,,0.02519,Semi-Annual,0.025
912796T58,Bill,13-Week,05/23/2022,05/26/2022,08/25/2022,99.732056,0.01078,,None,
912796W70,Bill,26-Week,05/23/2022,05/26/2022,11/25/2022,99.222250,0.01563,,None,
91282CDX6,Note,9-Year 8-Month,05/19/2022,05/31/2022,01/15/2032,102.616800,,0.00232,Semi-Annual,0.00125
912796W21,Bill,4-Week,05/19/2022,05/24/2022,06/21/2022,99.950222,0.00649,,None,
912796X20,Bill,8-Week,05/19/2022,05/24/2022,07/19/2022,99.860000,0.00914,,None,
912810TH1,Bond,20-Year,05/18/2022,05/31/2022,05/15/2042,99.416025,,0.0329,Semi-Annual,0.0325
912796XW4,Bill,119-Day,05/18/2022,05/24/2022,09/20/2022,99.586806,0.01273,,None,
912796W47,Bill,52-Week,05/18/2022,05/19/2022,05/18/2023,97.876667,0.02164,,None,
912796T41,Bill,13-Week,05/16/2022,05/19/2022,08/18/2022,99.734583,0.01067,,None,
912796W62,Bill,26-Week,05/16/2022,05/19/2022,11/17/2022,99.246722,0.01522,,None,
912796V97,Bill,4-Week,05/12/2022,05/17/2022,06/14/2022,99.953333,0.00609,,None,
912796W96,Bill,8-Week,05/12/2022,05/17/2022,07/12/2022,99.882556,0.00766,,None,
912810TG3,Bond,30-Year,05/12/2022,05/16/2022,05/15/2052,97.596896,,0.02997,Semi-Annual,0.02875
912796XV6,Bill,119-Day,05/11/2022,05/17/2022,09/13/2022,99.616556,0.01181,,None,
91282CEP2,Note,10-Year,05/11/2022,05/16/2022,05/15/2032,99.414646,,0.02943,Semi-Annual,0.02875
91282CEQ0,Note,3-Year,05/10/2022,05/16/2022,05/15/2025,99.831427,,0.02809,Semi-Annual,0.0275
912796L64,Bill,13-Week,05/09/2022,05/12/2022,08/11/2022,99.772500,0.00915,,None,
912796W54,Bill,26-Week,05/09/2022,05/12/2022,11/10/2022,99.299806,0.01414,,None,
912796V89,Bill,4-Week,05/05/2022,05/10/2022,06/07/2022,99.961889,0.00497,,None,
912796W88,Bill,8-Week,05/05/2022,05/10/2022,07/05/2022,99.889556,0.00721,,None,
912796XU8,Bill,119-Day,05/04/2022,05/10/2022,09/06/2022,99.595069,0.01247,,None,
912796S67,Bill,13-Week,05/02/2022,05/05/2022,08/04/2022,99.769972,0.00925,,None,
912796N96,Bill,26-Week,05/02/2022,05/05/2022,11/03/2022,99.282111,0.0145,,None,
912796V30,Bill,4-Week,04/28/2022,05/03/2022,05/31/2022,99.962667,0.00487,,None,
912796W39,Bill,8-Week,04/28/2022,05/03/2022,06/28/2022,99.889556,0.00721,,None,
91282CEM9,Note,7-Year,04/28/2022,05/02/2022,04/30/2029,99.792275,,0.02908,Semi-Annual,0.02875
912796XP9,Bill,119-Day,04/27/2022,05/03/2022,08/30/2022,99.633083,0.0113,,None,
91282CEL1,Note,2-Year,04/27/2022,05/02/2022,04/30/2024,99.999991,,,Quarterly,
91282CEN7,Note,5-Year,04/27/2022,05/02/2022,04/30/2027,99.837649,,0.02785,Semi-Annual,0.0275
91282CEK3,Note,2-Year,04/26/2022,05/02/2022,04/30/2024,99.835616,,0.02585,Semi-Annual,0.025
912796S59,Bill,13-Week,04/25/2022,04/28/2022,07/28/2022,99.775028,0.00904,,None,
912796V71,Bill,26-Week,04/25/2022,04/28/2022,10/27/2022,99.307389,0.01399,,None,
91282CEJ6,Note,5-Year,04/21/2022,04/29/2022,04/15/2027,102.762649,,-0.0034,Semi-Annual,0.00125
912796V22,Bill,4-Week,04/21/2022,04/26/2022,05/24/2022,99.961111,0.00507,,None,
912796W21,Bill,8-Week,04/21/2022,04/26/2022,06/21/2022,99.902778,0.00634,,None,
912810TF5,Bond,19-Year 10-Month,04/20/2022,05/02/2022,02/15/2042,89.399717,,0.03095,Semi-Annual,0.02375
912796XN4,Bill,119-Day,04/20/2022,04/26/2022,08/23/2022,99.646306,0.01089,,None,
912796V48,Bill,52-Week,04/19/2022,04/21/2022,04/20/2023,98.109222,0.01923,,None,
912796S42,Bill,13-Week,04/18/2022,04/21/2022,07/21/2022,99.782611,0.00874,,None,
912796V63,Bill,26-Week,04/18/2022,04/21/2022,10/20/2022,99.368056,0.01275,,None,
912796U98,Bill,4-Week,04/14/2022,04/19/2022,05/17/2022,99.971222,0.00375,,None,
912796V97,Bill,8-Week,04/14/2022,04/19/2022,06/14/2022,99.911333,0.00578,,None,
912796XM6,Bill,119-Day,04/13/2022,04/19/2022,08/16/2022,99.681014,0.00982,,None,
912810TD0,Bond,29-Year 10-Month,04/13/2022,04/18/2022,02/15/2052,88.643787,,0.02815,Semi-Annual,0.0225
91282CDY4,Note,9-Year 10-Month,04/12/2022,04/18/2022,02/15/2032,92.751781,,0.0272,Semi-Annual,0.01875
91282CEH0,Note,3-Year,04/11/2022,04/18/2022,04/15/2025,99.677225,,0.02738,Semi-Annual,0.02625
912796K57,Bill,13-Week,04/11/2022,04/14/2022,07/14/2022,99.801569,0.00797,,None,
912796V55,Bill,26-Week,04/11/2022,04/14/2022,10/13/2022,99.383222,0.01245,,None,
912796U80,Bill,4-Week,04/07/2022,04/12/2022,05/10/2022,99.984056,0.00208,,None,
912796V89,Bill,8-Week,04/07/2022,04/12/2022,06/07/2022,99.922222,0.00507,,None,
912796XL8,Bill,119-Day,04/06/2022,04/12/2022,08/09/2022,99.699194,0.00925,,None,
912796R68,Bill,13-Week,04/04/2022,04/07/2022,07/07/2022,99.830639,0.0068,,None,
912796M89,Bill,26-Week,04/04/2022,04/07/2022,10/06/2022,99.438833,0.01132,,None,
912796U72,Bill,4-Week,03/31/2022,04/05/2022,05/03/2022,99.989500,0.00137,,None,
912796V30,Bill,8-Week,03/31/2022,04/05/2022,05/31/2022,99.940889,0.00386,,None,
912796X46,Bill,119-Day,03/30/2022,04/05/2022,08/02/2022,99.733903,0.00818,,None,
91282CEE7,Note,7-Year,03/29/2022,03/31/2022,03/31/2029,99.208197,,0.02499,Semi-Annual,0.02375
912796R50,Bill,13-Week,03/28/2022,03/31/2022,06/30/2022,99.847069,0.00614,,None,
912796U64,Bill,26-Week,03/28/2022,03/31/2022,09/29/2022,99.469167,0.0107,,None,
91282CEG2,Note,2-Year,03/28/2022,03/31/2022,03/31/2024,99.776642,,0.02365,Semi-Annual,0.0225
91282CEF4,Note,5-Year,03/28/2022,03/31/2022,03/31/2027,99.799301,,0.02543,Semi-Annual,0.025
91282CDX6,Note,9-Year 10-Month,03/24/2022,03/31/2022,01/15/2032,108.705125,,-0.00589,Semi-Annual,0.00125
912796U23,Bill,4-Week,03/24/2022,03/29/2022,04/26/2022,99.989500,0.00137,,None,
912796V22,Bill,8-Week,03/24/2022,03/29/2022,05/24/2022,99.953333,0.00304,,None,
912810TF5,Bond,19-Year 11-Month,03/23/2022,03/31/2022,02/15/2042,95.753797,,0.02651,Semi-Annual,0.02375
912796X38,Bill,119-Day,03/23/2022,03/29/2022,07/26/2022,99.765306,0.00722,,None,
91282CDU2,Note,1-Year 10-Month,03/23/2022,03/25/2022,01/31/2024,100.074861,,,Quarterly,
912796U31,Bill,52-Week,03/22/2022,03/24/2022,03/23/2023,98.392333,0.01632,,None,
912796R43,Bill,13-Week,03/21/2022,03/24/2022,06/23/2022,99.878667,0.00487,,None,
912796U56,Bill,26-Week,03/21/2022,03/24/2022,09/22/2022,99.560167,0.00886,,None,
912796T90,Bill,4-Week,03/17/2022,03/22/2022,04/19/2022,99.985222,0.00193,,None,
912796U98,Bill,8-Week,03/17/2022,03/22/2022,05/17/2022,99.953333,0.00304,,None,
912796X20,Bill,119-Day,03/16/2022,03/22/2022,07/19/2022,99.780181,0.00676,,None,
912796J42,Bill,13-Week,03/14/2022,03/17/2022,06/16/2022,99.886250,0.00457,,None,
912796U49,Bill,26-Week,03/14/2022,03/17/2022,09/15/2022,99.585444,0.00835,,None,
912796T82,Bill,4-Week,03/10/2022,03/15/2022,04/12/2022,99.984833,0.00198,,None,
912796U80,Bill,8-Week,03/10/2022,03/15/2022,05/10/2022,99.958778,0.00269,,None,
912810TD0,Bond,29-Year 11-Month,03/10/2022,03/15/2022,02/15/2052,97.331824,,0.02375,Semi-Annual,0.0225
912796W96,Bill,119-Day,03/09/2022,03/15/2022,07/12/2022,99.818194,0.00559,,None,
91282CDY4,Note,9-Year 11-Month,03/09/2022,03/15/2022,02/15/2032,99.594019,,0.0192,Semi-Annual,0.01875
91282CED9,Note,3-Year,03/08/2022,03/15/2022,03/15/2025,99.927276,,0.01775,Semi-Annual,0.0175
